customer_id,purchase_count,lifetime_revenue,lifetime_margin,customer_segment
CUST-0010706074,1,2655.58,1576.51,smb_value
CUST-0010712819,1,3319.43,1818.16,smb_value
CUST-0010748038,1,4657.42,2697.67,smb_value
CUST-0010803144,1,1594.53,1353.76,smb_value
CUST-0010822643,1,3634.45,2454.91,smb_value
CUST-0010866349,1,1563.52,1141.39,smb_value
CUST-0010887423,1,978.66,481.7,smb_value
CUST-0010897874,1,2901.28,1863.05,smb_value
CUST-0010899796,1,4427.56,3644.0,smb_value
CUST-0010905037,1,2167.96,1826.53,smb_value
CUST-0010934667,1,1258.19,1023.82,smb_value
CUST-0010998988,1,787.37,491.87,smb_value
CUST-0011029358,1,3281.15,2814.04,smb_value
CUST-0011046431,1,1886.08,914.41,smb_value
CUST-0011070021,1,2401.65,1202.7,smb_value
CUST-0011078133,1,1380.51,945.71,smb_value
CUST-0011083223,1,4604.92,3827.74,smb_value
CUST-0011115259,1,5695.84,3547.63,smb_value
CUST-0011137023,1,1292.18,736.28,smb_value
CUST-0011154760,1,5171.59,3596.39,smb_value
CUST-0011156404,1,1218.02,617.89,smb_value
CUST-0011191336,1,3947.2,2293.68,smb_value
CUST-0011211884,1,7239.8,5494.08,smb_value
CUST-0011214523,1,4813.81,2687.26,smb_value
CUST-0011241918,1,658.77,398.96,smb_value
CUST-0011250174,1,2186.95,1364.65,smb_value
CUST-0011258366,1,8290.96,5607.73,mid_market_value
CUST-0011300616,1,1842.56,984.64,smb_value
CUST-0011307653,1,1783.31,1177.46,smb_value
CUST-0011307946,1,1899.11,1122.53,smb_value
CUST-0011322652,1,3997.34,2846.44,smb_value
CUST-0011324808,1,1949.09,1465.1,smb_value
CUST-0011337148,1,3065.89,2262.17,smb_value
CUST-0011359481,1,920.85,749.33,smb_value
CUST-0011364092,1,3034.07,2209.63,smb_value
CUST-0011372503,1,1561.76,1247.89,smb_value
CUST-0011390139,1,2217.46,1453.43,smb_value
CUST-0011442407,1,3881.54,3281.65,smb_value
CUST-0011467302,1,2704.28,1459.15,smb_value
CUST-0011479731,1,2148.34,1243.14,smb_value
CUST-0011484932,1,3806.2,2737.62,smb_value
CUST-0011485207,1,8861.12,6570.88,mid_market_value
CUST-0011537436,1,5966.92,3823.09,smb_value
CUST-0011546512,1,5083.97,3673.32,smb_value
CUST-0011547852,1,4741.22,2996.81,smb_value
CUST-0011620310,1,2616.42,1415.64,smb_value
CUST-0011668175,1,961.39,809.48,smb_value
CUST-0011686994,1,3812.24,2481.75,smb_value
CUST-0011700749,1,7300.69,4895.01,smb_value
CUST-0011722321,1,1037.87,604.05,smb_value
CUST-0011728169,1,2597.84,2218.88,smb_value
CUST-0011733248,1,4221.64,3026.08,smb_value
CUST-0011733908,1,1989.23,1082.1,smb_value
CUST-0011756677,1,2556.21,1904.01,smb_value
CUST-0011804455,1,2159.06,1604.22,smb_value
CUST-0011807528,1,2030.46,1563.22,smb_value
CUST-0011813639,1,5723.77,3420.78,smb_value
CUST-0011817281,1,1609.55,801.64,smb_value
CUST-0011841686,1,1892.79,1098.52,smb_value
CUST-0011895169,1,2771.62,1522.14,smb_value
CUST-0011960770,1,3442.33,1959.2,smb_value
CUST-0011993227,1,1234.92,951.26,smb_value
