customer_key,customer_id,lead_id,customer_segment,is_current
CUST-0010631075,CUST-0010631075,,smb_value,True
CUST-0010668932,CUST-0010668932,,smb_value,True
CUST-0010677691,CUST-0010677691,,mid_market_value,True
CUST-0010701142,CUST-0010701142,,smb_value,True
CUST-0010706074,CUST-0010706074,,smb_value,True
CUST-0010712819,CUST-0010712819,,smb_value,True
CUST-0010748038,CUST-0010748038,,smb_value,True
CUST-0010803144,CUST-0010803144,,smb_value,True
CUST-0010822643,CUST-0010822643,,smb_value,True
CUST-0010866349,CUST-0010866349,,smb_value,True
CUST-0010887423,CUST-0010887423,,smb_value,True
CUST-0010897874,CUST-0010897874,,smb_value,True
CUST-0010899796,CUST-0010899796,,smb_value,True
CUST-0010905037,CUST-0010905037,,smb_value,True
CUST-0010934667,CUST-0010934667,,smb_value,True
CUST-0010998988,CUST-0010998988,,smb_value,True
CUST-0011029358,CUST-0011029358,,smb_value,True
CUST-0011046431,CUST-0011046431,,smb_value,True
CUST-0011070021,CUST-0011070021,,smb_value,True
CUST-0011078133,CUST-0011078133,,smb_value,True
CUST-0011083223,CUST-0011083223,,smb_value,True
CUST-0011115259,CUST-0011115259,,smb_value,True
CUST-0011137023,CUST-0011137023,,smb_value,True
CUST-0011154760,CUST-0011154760,,smb_value,True
CUST-0011156404,CUST-0011156404,,smb_value,True
CUST-0011191336,CUST-0011191336,,smb_value,True
CUST-0011211884,CUST-0011211884,,smb_value,True
CUST-0011214523,CUST-0011214523,,smb_value,True
CUST-0011241918,CUST-0011241918,,smb_value,True
CUST-0011250174,CUST-0011250174,,smb_value,True
CUST-0011258366,CUST-0011258366,,mid_market_value,True
CUST-0011300616,CUST-0011300616,,smb_value,True
CUST-0011307653,CUST-0011307653,,smb_value,True
CUST-0011307946,CUST-0011307946,,smb_value,True
CUST-0011322652,CUST-0011322652,,smb_value,True
CUST-0011324808,CUST-0011324808,,smb_value,True
CUST-0011337148,CUST-0011337148,,smb_value,True
CUST-0011359481,CUST-0011359481,,smb_value,True
CUST-0011364092,CUST-0011364092,,smb_value,True
CUST-0011372503,CUST-0011372503,,smb_value,True
CUST-0011390139,CUST-0011390139,,smb_value,True
CUST-0011442407,CUST-0011442407,,smb_value,True
CUST-0011467302,CUST-0011467302,,smb_value,True
CUST-0011479731,CUST-0011479731,,smb_value,True
CUST-0011484932,CUST-0011484932,,smb_value,True
CUST-0011485207,CUST-0011485207,,mid_market_value,True
CUST-0011537436,CUST-0011537436,,smb_value,True
CUST-0011546512,CUST-0011546512,,smb_value,True
CUST-0011547852,CUST-0011547852,,smb_value,True
CUST-0011620310,CUST-0011620310,,smb_value,True
CUST-0011668175,CUST-0011668175,,smb_value,True
CUST-0011686994,CUST-0011686994,,smb_value,True
CUST-0011700749,CUST-0011700749,,smb_value,True
CUST-0011722321,CUST-0011722321,,smb_value,True
CUST-0011728169,CUST-0011728169,,smb_value,True
CUST-0011733248,CUST-0011733248,,smb_value,True
CUST-0011733908,CUST-0011733908,,smb_value,True
CUST-0011756677,CUST-0011756677,,smb_value,True
CUST-0011804455,CUST-0011804455,,smb_value,True
CUST-0011807528,CUST-0011807528,,smb_value,True
CUST-0011813639,CUST-0011813639,,smb_value,True
CUST-0011817281,CUST-0011817281,,smb_value,True
CUST-0011841686,CUST-0011841686,,smb_value,True
CUST-0011895169,CUST-0011895169,,smb_value,True
CUST-0011960770,CUST-0011960770,,smb_value,True
CUST-0011993227,CUST-0011993227,,smb_value,True
