event_date,source,medium,campaign_id,campaign,device_category,sessions,page_views,item_views,add_to_carts,checkouts,leads,purchases,purchase_revenue
2025-01-13,newsletter,email,CMP-000082,REGIONAL EXPANSION APAC Q4,desktop,0,0,1,0,0,0,0,0.0
2025-01-13,google,cpc,CMP-000073,retargeting_global_2025,desktop,0,1,0,0,0,0,0,0.0
2025-01-08,google,cpc,CMP-000006,Enterprise ABM US FY25,mobile,0,1,0,0,0,0,0,0.0
2025-01-02,google,cpc,CMP-000005, Cart Recovery EMEA 2024  ,mobile,0,1,0,0,0,0,0,0.0
2025-01-20,google,cpc,CMP-000009,Product Launch NA Q4,mobile,1,0,0,0,0,0,0,0.0
2025-01-27,google,cpc,CMP-000057,Enterprise ABM Global 2025,desktop,0,1,0,0,0,0,0,0.0
2025-01-25,google,cpc,CMP-000043,Creator Spark NA 2025,desktop,0,1,0,0,0,0,0,0.0
2025-01-21,tiktok,paid_social,CMP-000052,Product Launch Global Q4,desktop,0,1,0,0,0,0,0,0.0
2025-01-11,google,cpc,CMP-000070, Product Launch Global 2025  ,desktop,0,1,0,0,0,0,0,0.0
2025-01-02,partner,referral,CMP-000043, Holiday Promo EMEA 2025  ,mobile,0,1,0,0,0,0,0,0.0
2025-01-02,tiktok,paid_social,CMP-000033,Enterprise ABM EMEA 2024,mobile,1,0,0,0,0,0,0,0.0
2025-01-18,google,cpc,CMP-000075,CREATOR SPARK US 2024,mobile,1,0,0,0,0,0,0,0.0
2025-01-03,tiktok,paid_social,CMP-000029,COMPETITOR SEARCH US FY25,desktop,0,0,1,0,0,0,0,0.0
2025-01-13,google,cpc,CMP-000011, Competitor Search EMEA 2024  ,mobile,1,0,0,0,0,0,0,0.0
2025-01-01,google,cpc,CMP-000053,Enterprise ABM APAC 2024,desktop,0,1,0,0,0,0,0,0.0
2025-01-30,google,cpc,CMP-000016,CART RECOVERY NA 2024,desktop,1,0,0,0,0,0,0,0.0
2025-01-26,partner,referral,CMP-000057,Retargeting NA Q4,desktop,0,0,1,0,0,0,0,0.0
2025-01-14,(direct),(none),CMP-000032,Retargeting Global 2025,mobile,1,0,0,0,0,0,0,0.0
2025-01-01,tiktok,paid_social,CMP-000031,regional_expansion_apac_fy25,desktop,1,0,0,0,0,0,0,0.0
2025-01-24,facebook,paid_social,CMP-000001,Brand SEM Global FY25,mobile,0,0,1,0,0,0,0,0.0
2025-01-09,newsletter,email,CMP-000005, Creator Spark NA 2024  ,desktop,0,0,0,1,0,0,0,0.0
2025-01-25,google,cpc,CMP-000056,Competitor Search EMEA FY25,mobile,0,0,1,0,0,0,0,0.0
2025-01-27,(direct),(none),CMP-000015,cart_recovery_emea_fy25,tablet,1,0,0,0,0,0,0,0.0
2025-01-30,tiktok,paid_social,CMP-000055,Cart Recovery Global 2024,mobile,0,0,0,1,0,0,0,0.0
2025-01-03,google,cpc,CMP-000049,cart_recovery_na_2025,desktop,0,1,0,0,0,0,0,0.0
2025-01-22,(direct),(none),CMP-000008,Regional Expansion Global Q4,mobile,0,0,0,1,0,0,0,0.0
2025-01-02,newsletter,email,CMP-000019,enterprise_abm_na_2025,desktop,0,1,0,0,0,0,0,0.0
2025-01-22,(direct),(none),,HOLIDAY PROMO APAC 2024,mobile,1,0,0,0,0,0,0,0.0
2025-01-29,partner,referral,CMP-000066,Creator Spark US FY25,desktop,0,0,0,0,1,0,0,0.0
2025-01-11,facebook,paid_social,CMP-000072,enterprise_abm_emea_2024,desktop,0,0,0,1,0,0,0,0.0
2025-01-04,google,cpc,CMP-000047, Enterprise ABM NA Q4  ,mobile,0,0,0,0,0,0,1,882.18
2025-01-22,google,cpc,,BRAND SEARCH NA 2025,mobile,0,0,1,0,0,0,0,0.0
2025-01-22,google,cpc,CMP-000029,product_launch_us_2025,mobile,0,0,0,0,1,0,0,0.0
2025-01-09,partner,referral,CMP-000060, Creator Spark APAC 2024  ,tablet,0,0,1,0,0,0,0,0.0
2025-01-23,google,cpc,CMP-000005, Brand Search EMEA 2024  ,mobile,0,1,0,0,0,0,0,0.0
2025-01-20,google,cpc,CMP-000062,enterprise_abm_us_fy25,mobile,0,0,1,0,0,0,0,0.0
2025-01-10,tiktok,paid_social,CMP-000026, Enterprise ABM APAC Q4  ,desktop,0,0,1,0,0,0,0,0.0
2025-01-06,tiktok,paid_social,CMP-000016,Cart Recovery EMEA Q4,mobile,0,1,0,0,0,0,0,0.0
2025-01-17,tiktok,paid_social,CMP-000023,Brand Search Global 2024,desktop,0,1,0,0,0,0,0,0.0
2025-01-19,partner,referral,CMP-000046,lifecycle_winback_emea_fy25,desktop,1,0,0,0,0,0,0,0.0
2025-01-03,facebook,paid_social,CMP-000046,Retargeting Global Q4,desktop,0,0,1,0,0,0,0,0.0
2025-01-21,(direct),(none),,Lifecycle Winback Global 2024,tablet,0,1,0,0,0,0,0,0.0
2025-01-05,facebook,paid_social,CMP-000001,REGIONAL EXPANSION EMEA 2024,mobile,0,0,0,0,0,1,0,0.0
2025-01-29,facebook,paid_social,CMP-000043,Brand SEM NA 2025,mobile,0,0,0,0,0,1,0,0.0
2025-01-02,(direct),(none),CMP-000003,Brand Search US 2025,tablet,1,0,0,0,0,0,0,0.0
2025-01-18,facebook,paid_social,CMP-000065, Competitor Search EMEA 2024  ,mobile,0,1,0,0,0,0,0,0.0
2025-01-20,facebook,paid_social,CMP-000075,COMPETITOR SEARCH APAC 2024,desktop,0,0,0,0,0,1,0,0.0
2025-01-08,(direct),(none),CMP-000068,enterprise_abm_us_2024,mobile,0,0,0,0,0,0,1,671.6
2025-01-13,tiktok,paid_social,CMP-000034,Product Launch NA Q4,desktop,0,0,1,0,0,0,0,0.0
2025-01-12,newsletter,email,CMP-000005,REGIONAL EXPANSION GLOBAL FY25,desktop,0,1,0,0,0,0,0,0.0
2025-01-24,facebook,paid_social,CMP-000057, Product Launch NA FY25  ,tablet,0,1,0,0,0,0,0,0.0
2025-01-05,facebook,paid_social,CMP-000060,Regional Expansion APAC FY25,tablet,0,0,0,1,0,0,0,0.0
2025-01-28,google,cpc,CMP-000007,Regional Expansion US 2024,mobile,0,0,0,0,0,1,0,0.0
2025-01-04,newsletter,email,,LIFECYCLE WINBACK EMEA 2024,mobile,0,1,0,0,0,0,0,0.0
2025-01-12,google,cpc,CMP-000068,brand_search_us_fy25,desktop,0,1,0,0,0,0,0,0.0
2025-01-24,newsletter,email,CMP-000066, Enterprise ABM EMEA 2025  ,mobile,0,1,0,0,0,0,0,0.0
2025-01-23,google,cpc,, Product Launch NA Q4  ,desktop,0,0,0,0,0,1,0,0.0
2025-01-28,facebook,paid_social,CMP-000064,Lifecycle Winback Global FY25,desktop,0,0,1,0,0,0,0,0.0
2025-01-02,tiktok,paid_social,CMP-000058,Enterprise ABM NA 2025,tablet,0,1,0,0,0,0,0,0.0
2025-01-29,facebook,paid_social,CMP-000010,enterprise_abm_na_fy25,desktop,0,0,1,0,0,0,0,0.0
2025-01-17,google,cpc,CMP-000007,BRAND SEARCH APAC Q4,mobile,0,0,0,0,1,0,0,0.0
2025-01-02,newsletter,email,CMP-000025,Regional Expansion Global FY25,desktop,0,1,0,0,0,0,0,0.0
2025-01-24,facebook,paid_social,CMP-000010,lifecycle_winback_us_2024,desktop,1,0,0,0,0,0,0,0.0
2025-01-17,tiktok,paid_social,CMP-000013,RETARGETING NA FY25,desktop,1,0,0,0,0,0,0,0.0
2025-01-23,tiktok,paid_social,CMP-000074, Lifecycle Winback APAC 2024  ,desktop,0,1,0,0,0,0,0,0.0
2025-01-24,facebook,paid_social,CMP-000053, Holiday Promo Global 2024  ,mobile,0,0,0,0,0,0,1,2277.52
2025-01-21,facebook,paid_social,CMP-000051,Enterprise ABM NA FY25,desktop,0,0,1,0,0,0,0,0.0
2025-01-05,(direct),(none),CMP-000030,Brand Search APAC 2025,mobile,1,0,0,0,0,0,0,0.0
2025-01-22,tiktok,paid_social,CMP-000029,Brand Search EMEA Q4,mobile,0,0,0,1,0,0,0,0.0
2025-01-15,partner,referral,CMP-000063,PRODUCT LAUNCH EMEA 2025,desktop,1,0,0,0,0,0,0,0.0
2025-01-30,google,cpc,CMP-000007,Competitor SEM NA 2025,desktop,0,0,1,0,0,0,0,0.0
2025-01-02,tiktok,paid_social,CMP-000008,HOLIDAY PROMO GLOBAL FY25,mobile,0,0,1,0,0,0,0,0.0
2025-01-04,google,cpc,CMP-000078,competitor_search_apac_q4,mobile,0,0,1,0,0,0,0,0.0
2025-01-11,facebook,paid_social,CMP-000021,regional_expansion_na_2025,desktop,0,1,0,0,0,0,0,0.0
2025-01-18,google,cpc,CMP-000037,Product Launch US 2024,desktop,0,0,0,1,0,0,0,0.0
2025-01-31,facebook,paid_social,,Product Launch Global FY25,desktop,1,0,0,0,0,0,0,0.0
2025-01-24,newsletter,email,CMP-000013,Product Launch NA FY25,mobile,0,1,0,0,0,0,0,0.0
2025-01-23,tiktok,paid_social,CMP-000071,REGIONAL EXPANSION EMEA 2024,desktop,0,1,0,0,0,0,0,0.0
2025-01-21,newsletter,email,CMP-000074, Brand Search Global 2024  ,mobile,0,1,0,0,0,0,0,0.0
2025-01-21,google,cpc,CMP-000057,lifecycle_winback_apac_fy25,mobile,0,1,0,0,0,0,0,0.0
2025-01-30,google,cpc,CMP-000004,RETARGETING US Q4,desktop,0,1,0,0,0,0,0,0.0
2025-01-09,(direct),(none),CMP-000043,COMPETITOR SEARCH GLOBAL 2024,desktop,0,0,0,0,1,0,0,0.0
2025-01-25,google,cpc,CMP-000081,Enterprise ABM US FY25,desktop,0,1,0,0,0,0,0,0.0
2025-01-23,google,cpc,CMP-000039,Retargeting Global 2025,desktop,1,0,0,0,0,0,0,0.0
2025-01-21,google,cpc,CMP-000030,Retargeting NA 2025,desktop,1,0,0,0,0,0,0,0.0
2025-01-09,(direct),(none),CMP-000078,competitor_search_emea_fy25,desktop,1,0,0,0,0,0,0,0.0
2025-01-14,google,cpc,CMP-000023,Brand Search NA FY25,desktop,1,0,0,0,0,0,0,0.0
2025-01-21,facebook,paid_social,CMP-000019,Retargeting EMEA 2024,desktop,1,0,0,0,0,0,0,0.0
2025-01-15,facebook,paid_social,CMP-000012,competitor_search_emea_fy25,desktop,1,0,0,0,0,0,0,0.0
2025-01-02,(direct),(none),CMP-000023,ENTERPRISE ABM EMEA FY25,mobile,0,0,0,0,0,0,1,530.99
2025-01-18,(direct),(none),CMP-000034, Holiday Promo US 2025  ,desktop,0,0,1,0,0,0,0,0.0
2025-01-19,google,cpc,CMP-000077, Brand Search APAC 2024  ,mobile,0,1,0,0,0,0,0,0.0
2025-01-26,newsletter,email,,lifecycle_winback_apac_q4,mobile,0,0,0,0,0,0,1,618.73
2025-01-03,tiktok,paid_social,CMP-000079,Competitor SEM US 2025,desktop,0,1,0,0,0,0,0,0.0
2025-01-14,google,cpc,CMP-000025, Lifecycle Winback US Q4  ,mobile,0,1,0,0,0,0,0,0.0
2025-01-07,facebook,paid_social,,LIFECYCLE WINBACK GLOBAL 2024,desktop,0,0,1,0,0,0,0,0.0
2025-01-08,tiktok,paid_social,CMP-000064,Product Launch US Q4,desktop,0,1,0,0,0,0,0,0.0
2025-01-16,tiktok,paid_social,CMP-000025,Competitor Search NA 2024,desktop,0,1,0,0,0,0,0,0.0
2025-01-18,facebook,paid_social,CMP-000058,ENTERPRISE ABM NA Q4,tablet,0,1,0,0,0,0,0,0.0
2025-01-01,tiktok,paid_social,CMP-000007,Brand Search EMEA FY25,mobile,1,0,0,0,0,0,0,0.0
2025-01-12,tiktok,paid_social,CMP-000078, Cart Recovery Global FY25  ,desktop,1,0,0,0,0,0,0,0.0
2025-01-24,google,cpc,,Regional Expansion NA 2025,mobile,1,0,0,0,0,0,0,0.0
2025-01-05,newsletter,email,CMP-000040,product_launch_emea_q4,desktop,0,0,0,0,0,1,0,0.0
2025-01-21,google,cpc,CMP-000027, Lifecycle Winback Global 2025  ,mobile,1,0,0,0,0,0,0,0.0
2025-01-14,facebook,paid_social,CMP-000007,BRAND SEARCH GLOBAL 2025,mobile,0,1,0,0,0,0,0,0.0
2025-01-02,google,cpc,CMP-000027,REGIONAL EXPANSION NA 2024,mobile,1,0,0,0,0,0,0,0.0
2025-01-26,newsletter,email,CMP-000026,Enterprise ABM NA FY25,desktop,1,0,0,0,0,0,0,0.0
2025-01-21,google,cpc,CMP-000017,Competitor SEM NA FY25,tablet,0,0,0,0,0,0,1,492.8
2025-01-01,tiktok,paid_social,CMP-000013,Holiday Promo APAC 2024,mobile,0,0,1,0,0,0,0,0.0
2025-01-31,google,cpc,CMP-000024,HOLIDAY PROMO APAC 2024,mobile,0,1,0,0,0,0,0,0.0
2025-01-12,tiktok,paid_social,CMP-000042,Competitor SEM Global Q4,tablet,0,0,0,0,0,1,0,0.0
2025-01-07,google,cpc,CMP-000048,HOLIDAY PROMO NA Q4,desktop,0,0,1,0,0,0,0,0.0
2025-01-25,newsletter,email,CMP-000019,COMPETITOR SEARCH NA FY25,desktop,1,0,0,0,0,0,0,0.0
2025-01-02,facebook,paid_social,CMP-000013,CART RECOVERY NA 2024,mobile,0,1,0,0,0,0,0,0.0
2025-01-09,facebook,paid_social,CMP-000059,Regional Expansion NA Q4,mobile,0,1,0,0,0,0,0,0.0
2025-01-21,facebook,paid_social,CMP-000048,LIFECYCLE WINBACK US 2024,mobile,0,0,0,1,0,0,0,0.0
2025-01-18,google,cpc,CMP-000076,CREATOR SPARK GLOBAL 2025,desktop,0,1,0,0,0,0,0,0.0
2025-01-17,google,cpc,CMP-000017,Retargeting US FY25,mobile,0,1,0,0,0,0,0,0.0
2025-01-18,google,cpc,CMP-000076,Enterprise ABM NA 2024,mobile,0,0,0,1,0,0,0,0.0
2025-01-29,facebook,paid_social,CMP-000024, Enterprise ABM Global Q4  ,mobile,1,0,0,0,0,0,0,0.0
2025-01-19,facebook,paid_social,, Brand Search US FY25  ,desktop,0,1,0,0,0,0,0,0.0
2025-01-31,newsletter,email,CMP-000057,Regional Expansion Global 2025,desktop,0,0,1,0,0,0,0,0.0
2025-01-01,tiktok,paid_social,CMP-000038,Product Launch US 2024,mobile,0,0,1,0,0,0,0,0.0
2025-01-21,google,cpc,,CREATOR SPARK NA Q4,mobile,1,0,0,0,0,0,0,0.0
2025-01-20,google,cpc,CMP-000052,Cart Recovery US 2024,mobile,0,0,0,0,0,1,0,0.0
2025-01-21,newsletter,email,CMP-000074, Competitor Search APAC FY25  ,desktop,1,0,0,0,0,0,0,0.0
2025-01-15,(direct),(none),CMP-000006,Brand Search US Q4,desktop,0,0,0,0,0,1,0,0.0
2025-01-07,google,cpc,CMP-000080,Regional Expansion Global Q4,mobile,1,0,0,0,0,0,0,0.0
2025-01-23,google,cpc,CMP-000081,RETARGETING GLOBAL FY25,mobile,0,0,1,0,0,0,0,0.0
2025-01-12,google,cpc,CMP-000045, Competitor Search US FY25  ,mobile,1,0,0,0,0,0,0,0.0
2025-01-12,google,cpc,CMP-000004,creator_spark_na_q4,mobile,0,0,0,1,0,0,0,0.0
2025-01-22,tiktok,paid_social,, Enterprise ABM US 2024  ,desktop,0,0,0,1,0,0,0,0.0
2025-01-09,google,cpc,CMP-000053,Enterprise ABM APAC FY25,mobile,1,0,0,0,0,0,0,0.0
2025-01-05,google,cpc,CMP-000026,Lifecycle Winback EMEA FY25,mobile,0,0,0,0,0,1,0,0.0
2025-01-10,tiktok,paid_social,CMP-000011,lifecycle_winback_emea_fy25,tablet,0,1,0,0,0,0,0,0.0
2025-01-20,google,cpc,,Cart Recovery APAC 2025,desktop,0,0,1,0,0,0,0,0.0
2025-01-20,tiktok,paid_social,CMP-000002,Competitor Search EMEA Q4,mobile,0,0,0,0,0,0,1,228.24
2025-01-15,facebook,paid_social,CMP-000039,Lifecycle Winback EMEA 2025,tablet,0,0,0,0,0,0,1,828.38
2025-01-26,partner,referral,CMP-000066,Holiday Promotion APAC FY25,desktop,1,0,0,0,0,0,0,0.0
2025-01-31,newsletter,email,, Retargeting Global Q4  ,mobile,0,0,1,0,0,0,0,0.0
2025-01-06,google,cpc,CMP-000067, Enterprise ABM US 2024  ,desktop,1,0,0,0,0,0,0,0.0
2025-01-20,google,cpc,,Retargeting APAC 2024,desktop,0,0,0,0,0,1,0,0.0
2025-01-21,newsletter,email,CMP-000067,Brand SEM Global FY25,desktop,0,1,0,0,0,0,0,0.0
2025-01-05,(direct),(none),CMP-000035,Holiday Promotion NA 2025,mobile,0,1,0,0,0,0,0,0.0
2025-01-06,facebook,paid_social,CMP-000049,Brand Search Global 2024,mobile,0,0,1,0,0,0,0,0.0
2025-01-25,newsletter,email,CMP-000029,creator_spark_na_fy25,mobile,0,1,0,0,0,0,0,0.0
2025-01-13,google,cpc,,cart_recovery_us_2024,desktop,0,1,0,0,0,0,0,0.0
2025-01-15,google,cpc,CMP-000041, Creator Spark NA Q4  ,mobile,0,0,0,1,0,0,0,0.0
2025-01-24,(direct),(none),CMP-000048,COMPETITOR SEARCH US 2025,mobile,0,0,1,0,0,0,0,0.0
2025-01-11,google,cpc,CMP-000072,Creator Spark US 2024,mobile,0,0,1,0,0,0,0,0.0
2025-01-06,facebook,paid_social,CMP-000064,product_launch_apac_fy25,mobile,0,1,0,0,0,0,0,0.0
2025-01-19,google,cpc,CMP-000038,Lifecycle Winback US FY25,desktop,0,1,0,0,0,0,0,0.0
2025-01-23,newsletter,email,CMP-000036,CREATOR SPARK EMEA FY25,mobile,0,1,0,0,0,0,0,0.0
2025-01-09,tiktok,paid_social,CMP-000021, Lifecycle Winback NA FY25  ,mobile,0,0,1,0,0,0,0,0.0
2025-01-16,tiktok,paid_social,CMP-000077,Competitor SEM EMEA FY25,desktop,1,0,0,0,0,0,0,0.0
2025-01-04,(direct),(none),CMP-000006, Competitor Search US 2025  ,mobile,0,0,0,0,1,0,0,0.0
2025-01-17,tiktok,paid_social,CMP-000023,creator_spark_global_2025,desktop,0,1,0,0,0,0,0,0.0
2025-01-20,partner,referral,CMP-000037,brand_search_emea_2024,desktop,0,0,0,0,0,0,1,620.68
2025-01-18,(direct),(none),CMP-000076,Creator Spark APAC 2025,tablet,0,0,0,0,1,0,0,0.0
2025-01-30,tiktok,paid_social,CMP-000011,regional_expansion_global_2024,desktop,0,0,1,0,0,0,0,0.0
2025-01-20,facebook,paid_social,, Competitor Search NA Q4  ,tablet,0,1,0,0,0,0,0,0.0
2025-01-03,google,cpc,,HOLIDAY PROMO NA 2024,mobile,0,0,0,1,0,0,0,0.0
2025-01-29,google,cpc,CMP-000064, Creator Spark EMEA Q4  ,mobile,0,0,1,0,0,0,0,0.0
2025-01-03,google,cpc,,RETARGETING APAC 2025,desktop,0,1,0,0,0,0,0,0.0
2025-01-12,google,cpc,CMP-000057,CART RECOVERY APAC 2025,desktop,0,0,0,0,0,1,0,0.0
2025-01-09,tiktok,paid_social,CMP-000014,Lifecycle Winback EMEA Q4,mobile,0,0,0,1,0,0,0,0.0
2025-01-06,google,cpc,CMP-000033,cart_recovery_na_2024,mobile,0,0,1,0,0,0,0,0.0
2025-01-04,facebook,paid_social,CMP-000058,Lifecycle Winback NA 2024,desktop,0,0,0,0,0,0,1,1130.7
2025-01-14,newsletter,email,CMP-000019,PRODUCT LAUNCH GLOBAL 2024,desktop,0,0,1,0,0,0,0,0.0
2025-01-23,facebook,paid_social,, Enterprise ABM NA 2024  ,mobile,0,1,0,0,0,0,0,0.0
2025-01-20,newsletter,email,,Product Launch US Q4,mobile,1,0,0,0,0,0,0,0.0
2025-01-04,tiktok,paid_social,CMP-000003,brand_search_na_fy25,mobile,1,0,0,0,0,0,0,0.0
2025-01-22,facebook,paid_social,CMP-000061,competitor_search_apac_2024,desktop,1,0,0,0,0,0,0,0.0
2025-01-05,google,cpc,CMP-000063,Enterprise ABM EMEA 2025,mobile,0,0,0,0,0,0,1,577.05
2025-01-25,google,cpc,CMP-000017,Regional Expansion NA 2024,tablet,0,1,0,0,0,0,0,0.0
2025-01-14,google,cpc,CMP-000021,Enterprise ABM EMEA 2024,mobile,0,0,1,0,0,0,0,0.0
2025-01-08,newsletter,email,CMP-000071,Product Launch NA 2024,desktop,0,0,0,1,0,0,0,0.0
2025-01-17,google,cpc,CMP-000066,Lifecycle Winback EMEA FY25,mobile,0,1,0,0,0,0,0,0.0
2025-01-07,partner,referral,CMP-000080,COMPETITOR SEARCH EMEA FY25,desktop,0,1,0,0,0,0,0,0.0
2025-01-27,facebook,paid_social,CMP-000054, Brand Search Global Q4  ,mobile,0,1,0,0,0,0,0,0.0
2025-01-01,facebook,paid_social,CMP-000050,Cart Recovery US FY25,mobile,0,0,0,0,0,1,0,0.0
2025-01-16,google,cpc,CMP-000056, Brand Search Global Q4  ,mobile,0,1,0,0,0,0,0,0.0
2025-01-28,(direct),(none),CMP-000055, Holiday Promo EMEA 2024  ,mobile,0,1,0,0,0,0,0,0.0
2025-01-25,newsletter,email,CMP-000020,PRODUCT LAUNCH US Q4,desktop,1,0,0,0,0,0,0,0.0
2025-01-14,newsletter,email,CMP-000036,BRAND SEARCH US 2025,mobile,0,1,0,0,0,0,0,0.0
2025-01-06,google,cpc,CMP-000005,RETARGETING US FY25,desktop,0,0,1,0,0,0,0,0.0
2025-01-25,google,cpc,,product_launch_apac_q4,desktop,0,0,0,0,0,1,0,0.0
2025-01-12,google,cpc,, Creator Spark APAC Q4  ,desktop,0,1,0,0,0,0,0,0.0
2025-01-29,(direct),(none),,CREATOR SPARK APAC FY25,mobile,0,1,0,0,0,0,0,0.0
2025-01-24,google,cpc,CMP-000001,Product Launch Global 2025,mobile,0,0,1,0,0,0,0,0.0
2025-01-21,newsletter,email,,BRAND SEARCH EMEA 2024,desktop,0,0,1,0,0,0,0,0.0
2025-01-05,newsletter,email,CMP-000021, Enterprise ABM Global 2024  ,mobile,1,0,0,0,0,0,0,0.0
2025-01-30,google,cpc,CMP-000021,Lifecycle Winback US FY25,mobile,0,1,0,0,0,0,0,0.0
2025-01-23,facebook,paid_social,CMP-000022,Brand SEM Global 2024,mobile,0,0,1,0,0,0,0,0.0
2025-01-04,(direct),(none),CMP-000061, Retargeting Global 2024  ,desktop,0,1,0,0,0,0,0,0.0
2025-01-03,google,cpc,CMP-000024,Holiday Promotion Global FY25,desktop,0,1,0,0,0,0,0,0.0
2025-01-14,google,cpc,CMP-000007, Creator Spark Global 2025  ,tablet,0,0,0,0,1,0,0,0.0
2025-01-28,tiktok,paid_social,,regional_expansion_na_q4,mobile,0,0,0,0,0,1,0,0.0
2025-01-25,google,cpc,CMP-000072,Competitor Search US 2024,mobile,0,0,0,1,0,0,0,0.0
2025-01-20,facebook,paid_social,CMP-000049,Product Launch APAC 2025,desktop,0,0,0,1,0,0,0,0.0
2025-01-24,facebook,paid_social,CMP-000023,BRAND SEARCH US Q4,desktop,0,0,1,0,0,0,0,0.0
2025-01-17,tiktok,paid_social,,CREATOR SPARK NA 2025,mobile,0,1,0,0,0,0,0,0.0
2025-01-15,(direct),(none),,CREATOR SPARK NA FY25,mobile,0,0,1,0,0,0,0,0.0
2025-01-22,google,cpc,CMP-000020,Enterprise ABM US 2024,desktop,0,0,0,0,0,0,1,359.1
2025-01-14,google,cpc,CMP-000025, Brand Search EMEA 2024  ,mobile,0,0,0,0,0,1,0,0.0
2025-01-12,google,cpc,CMP-000025, Lifecycle Winback Global Q4  ,desktop,0,0,0,0,0,0,1,272.14
2025-01-05,tiktok,paid_social,CMP-000064,HOLIDAY PROMO APAC Q4,mobile,0,0,0,0,0,1,0,0.0
2025-01-07,google,cpc,CMP-000010,Enterprise ABM US 2025,mobile,1,0,0,0,0,0,0,0.0
2025-01-09,facebook,paid_social,CMP-000042,Creator Spark EMEA 2024,mobile,0,1,0,0,0,0,0,0.0
2025-01-26,facebook,paid_social,CMP-000068,Lifecycle Winback EMEA 2025,mobile,1,0,0,0,0,0,0,0.0
2025-01-26,google,cpc,CMP-000047, Enterprise ABM EMEA 2025  ,mobile,0,1,0,0,0,0,0,0.0
2025-01-07,newsletter,email,CMP-000066, Brand Search NA 2025  ,mobile,1,0,0,0,0,0,0,0.0
2025-01-05,google,cpc,, Creator Spark NA Q4  ,desktop,0,0,1,0,0,0,0,0.0
2025-01-02,tiktok,paid_social,CMP-000083, Regional Expansion NA 2024  ,desktop,0,1,0,0,0,0,0,0.0
2025-01-05,google,cpc,,Enterprise ABM NA Q4,desktop,0,0,0,0,0,1,0,0.0
2025-01-24,facebook,paid_social,CMP-000026,BRAND SEARCH NA 2024,desktop,1,0,0,0,0,0,0,0.0
2025-01-29,facebook,paid_social,CMP-000079,Enterprise ABM NA Q4,desktop,1,0,0,0,0,0,0,0.0
2025-01-16,tiktok,paid_social,CMP-000041, Regional Expansion EMEA FY25  ,desktop,0,0,1,0,0,0,0,0.0
2025-01-02,(direct),(none),CMP-000056,COMPETITOR SEARCH APAC 2025,desktop,0,0,0,1,0,0,0,0.0
2025-01-05,tiktok,paid_social,CMP-000059,BRAND SEARCH NA FY25,mobile,0,0,0,0,0,1,0,0.0
2025-01-10,newsletter,email,,holiday_promo_emea_2025,mobile,1,0,0,0,0,0,0,0.0
2025-01-15,google,cpc,CMP-000021, Creator Spark NA 2024  ,mobile,0,1,0,0,0,0,0,0.0
2025-01-27,facebook,paid_social,CMP-000027,Competitor Search Global FY25,mobile,0,1,0,0,0,0,0,0.0
2025-01-12,google,cpc,CMP-000012,product_launch_emea_fy25,mobile,0,0,0,0,0,1,0,0.0
2025-01-24,(direct),(none),CMP-000015,cart_recovery_emea_2025,mobile,1,0,0,0,0,0,0,0.0
2025-01-23,(direct),(none),CMP-000009,Regional Expansion Global FY25,mobile,0,0,0,0,1,0,0,0.0
2025-01-28,google,cpc,CMP-000002,Product Launch Global 2024,desktop,0,0,0,0,0,0,1,665.57
2025-01-24,google,cpc,CMP-000027,enterprise_abm_us_2025,tablet,1,0,0,0,0,0,0,0.0
2025-01-24,facebook,paid_social,,Enterprise ABM NA 2024,mobile,0,1,0,0,0,0,0,0.0
2025-01-15,facebook,paid_social,CMP-000042,PRODUCT LAUNCH NA 2024,desktop,0,1,0,0,0,0,0,0.0
2025-01-16,facebook,paid_social,CMP-000045,lifecycle_winback_na_2025,mobile,1,0,0,0,0,0,0,0.0
2025-01-22,facebook,paid_social,CMP-000028,REGIONAL EXPANSION GLOBAL FY25,mobile,0,1,0,0,0,0,0,0.0
2025-01-21,tiktok,paid_social,CMP-000068,Product Launch APAC 2025,mobile,0,1,0,0,0,0,0,0.0
2025-01-30,google,cpc,,Enterprise ABM EMEA Q4,mobile,0,1,0,0,0,0,0,0.0
2025-01-28,newsletter,email,CMP-000045, Holiday Promo EMEA 2025  ,tablet,1,0,0,0,0,0,0,0.0
2025-01-26,google,cpc,CMP-000024,RETARGETING US Q4,mobile,1,0,0,0,0,0,0,0.0
2025-01-06,google,cpc,,holiday_promo_apac_fy25,mobile,0,1,0,0,0,0,0,0.0
2025-01-22,newsletter,email,CMP-000038,brand_search_global_fy25,mobile,1,0,0,0,0,0,0,0.0
2025-01-18,tiktok,paid_social,CMP-000040,BRAND SEARCH NA FY25,mobile,0,1,0,0,0,0,0,0.0
2025-01-31,newsletter,email,CMP-000018,Lifecycle Winback NA 2024,desktop,1,0,0,0,0,0,0,0.0
2025-01-29,newsletter,email,CMP-000028,lifecycle_winback_us_2024,mobile,0,1,0,0,0,0,0,0.0
2025-01-14,facebook,paid_social,CMP-000081,Lifecycle Winback US Q4,tablet,0,1,0,0,0,0,0,0.0
2025-01-19,google,cpc,CMP-000008,enterprise_abm_global_fy25,mobile,0,1,0,0,0,0,0,0.0
2025-01-05,(direct),(none),, Lifecycle Winback Global Q4  ,mobile,0,1,0,0,0,0,0,0.0
2025-01-29,google,cpc,CMP-000044, Brand Search NA Q4  ,mobile,0,1,0,0,0,0,0,0.0
